loss,block,model,assets,mean_rank,rank_min,rank_q25,rank_median,rank_q75,rank_max,ranks
fz0_0p025,equity,ewma,9,8.1111111111111107,4,4,10,10,11,CAC:10 DAX:10 DIA:10 HSI:4 KOSPI:10 NDX:10 NKX:4 SPY:11 TWSE:4
fz0_0p025,equity,garch11,9,7.1111111111111107,3,3,9,9,11,CAC:3 DAX:8 DIA:9 HSI:11 KOSPI:9 NDX:9 NKX:3 SPY:9 TWSE:3
fz0_0p025,equity,garch11_t,9,3.7777777777777777,2,2,4,5,7,CAC:2 DAX:2 DIA:5 HSI:6 KOSPI:4 NDX:7 NKX:2 SPY:4 TWSE:2
fz0_0p025,equity,gjr,9,3.3333333333333335,1,1,3,6,8,CAC:1 DAX:1 DIA:3 HSI:8 KOSPI:3 NDX:6 NKX:1 SPY:6 TWSE:1
fz0_0p025,equity,har,9,4.2222222222222223,2,3,4,5,7,CAC:4 DAX:5 DIA:4 HSI:3 KOSPI:6 NDX:2 NKX:7 SPY:2 TWSE:5
fz0_0p025,equity,lgbm,9,10.222222222222221,7,10,11,11,11,CAC:11 DAX:11 DIA:11 HSI:9 KOSPI:11 NDX:11 NKX:11 SPY:10 TWSE:7
fz0_0p025,equity,moirai,9,6.5555555555555554,4,5,5,8,10,CAC:9 DAX:4 DIA:8 HSI:5 KOSPI:5 NDX:5 NKX:5 SPY:8 TWSE:10
fz0_0p025,equity,naive,9,12.333333333333334,11,12,12,13,13,CAC:12 DAX:12 DIA:13 HSI:13 KOSPI:13 NDX:12 NKX:12 SPY:13 TWSE:11
fz0_0p025,equity,patchtst,9,12.555555555555555,12,12,13,13,13,CAC:13 DAX:13 DIA:12 HSI:12 KOSPI:12 NDX:13 NKX:13 SPY:12 TWSE:13
fz0_0p025,equity,timesfm,9,7.1111111111111107,4,6,7,9,10,CAC:6 DAX:6 DIA:6 HSI:10 KOSPI:7 NDX:4 NKX:9 SPY:7 TWSE:9
fz0_0p025,crypto,autoarima,2,5,5,5,5,5,5,BTC-USD:5 ETH-USD:5
fz0_0p025,crypto,autoets,2,8.5,7,7.75,8.5,9.25,10,BTC-USD:7 ETH-USD:10
fz0_0p025,crypto,chronos,2,3,3,3,3,3,3,BTC-USD:3 ETH-USD:3
fz0_0p025,crypto,ewma,2,11.5,11,11.25,11.5,11.75,12,BTC-USD:12 ETH-USD:11
fz0_0p025,crypto,garch11,2,9.5,9,9.25,9.5,9.75,10,BTC-USD:10 ETH-USD:9
fz0_0p025,crypto,garch11_t,2,6,4,5,6,7,8,BTC-USD:8 ETH-USD:4
fz0_0p025,crypto,gjr,2,7,6,6.5,7,7.5,8,BTC-USD:6 ETH-USD:8
fz0_0p025,crypto,har,2,5,4,4.5,5,5.5,6,BTC-USD:4 ETH-USD:6
fz0_0p025,crypto,lgbm,2,9,7,8,9,10,11,BTC-USD:11 ETH-USD:7
fz0_0p025,crypto,moirai,2,1,1,1,1,1,1,BTC-USD:1 ETH-USD:1
fz0_0p025,crypto,naive,2,10.5,9,9.75,10.5,11.25,12,BTC-USD:9 ETH-USD:12
fz0_0p025,crypto,patchtst,2,13,13,13,13,13,13,BTC-USD:13 ETH-USD:13
fz0_0p025,crypto,timesfm,2,2,2,2,2,2,2,BTC-USD:2 ETH-USD:2
fz0_0p05,all,autoarima,11,4.6363636363636367,2,2,4,7,10,BTC-USD:4 CAC:8 DAX:7 DIA:2 ETH-USD:4 HSI:2 KOSPI:2 NDX:3 NKX:10 SPY:2 TWSE:7
fz0_0p05,all,autoets,11,4,1,1,5,5.5,8,BTC-USD:8 CAC:5 DAX:5 DIA:1 ETH-USD:8 HSI:3 KOSPI:1 NDX:1 NKX:6 SPY:1 TWSE:5
fz0_0p05,all,chronos,11,6.2727272727272725,3,4.5,6,7.5,11,BTC-USD:3 CAC:9 DAX:4 DIA:6 ETH-USD:3 HSI:7 KOSPI:7 NDX:6 NKX:8 SPY:5 TWSE:11
fz0_0p05,all,ewma,11,8.2727272727272734,2,6.5,10,10,12,BTC-USD:12 CAC:10 DAX:9 DIA:10 ETH-USD:11 HSI:4 KOSPI:10 NDX:10 NKX:2 SPY:10 TWSE:3
fz0_0p05,all,garch11,11,7.9090909090909092,3,6.5,9,10,10,BTC-USD:10 CAC:4 DAX:10 DIA:9 ETH-USD:10 HSI:10 KOSPI:9 NDX:9 NKX:3 SPY:9 TWSE:4
fz0_0p05,all,garch11_t,11,6.5454545454545459,2,5.5,8,8,9,BTC-USD:7 CAC:3 DAX:8 DIA:8 ETH-USD:7 HSI:9 KOSPI:8 NDX:8 NKX:4 SPY:8 TWSE:2
fz0_0p05,all,gjr,11,4,1,1,3,6,9,BTC-USD:6 CAC:1 DAX:1 DIA:3 ETH-USD:9 HSI:6 KOSPI:3 NDX:7 NKX:1 SPY:6 TWSE:1
fz0_0p05,all,har,11,3.9090909090909092,1,2.5,4,5,7,BTC-USD:5 CAC:2 DAX:3 DIA:4 ETH-USD:5 HSI:1 KOSPI:5 NDX:2 NKX:7 SPY:3 TWSE:6
fz0_0p05,all,lgbm,11,10.090909090909092,6,10,11,11,11,BTC-USD:9 CAC:11 DAX:11 DIA:11 ETH-USD:6 HSI:11 KOSPI:11 NDX:11 NKX:11 SPY:11 TWSE:8
fz0_0p05,all,moirai,11,4.2727272727272725,1,3,4,5,9,BTC-USD:1 CAC:7 DAX:2 DIA:5 ETH-USD:1 HSI:5 KOSPI:4 NDX:4 NKX:5 SPY:4 TWSE:9
fz0_0p05,all,naive,11,12.363636363636363,11,12,12,13,13,BTC-USD:11 CAC:12 DAX:12 DIA:13 ETH-USD:12 HSI:13 KOSPI:13 NDX:13 NKX:12 SPY:13 TWSE:12
fz0_0p05,all,patchtst,11,12.545454545454545,12,12,13,13,13,BTC-USD:13 CAC:13 DAX:13 DIA:12 ETH-USD:13 HSI:12 KOSPI:12 NDX:12 NKX:13 SPY:12 TWSE:13
fz0_0p05,all,timesfm,11,6.1818181818181817,2,5.5,6,7.5,10,BTC-USD:2 CAC:6 DAX:6 DIA:7 ETH-USD:2 HSI:8 KOSPI:6 NDX:5 NKX:9 SPY:7 TWSE:10
fz0_0p05,equity,autoarima,9,4.7777777777777777,2,2,3,7,10,CAC:8 DAX:7 DIA:2 HSI:2 KOSPI:2 NDX:3 NKX:10 SPY:2 TWSE:7
fz0_0p05,equity,autoets,9,3.1111111111111112,1,1,3,5,6,CAC:5 DAX:5 DIA:1 HSI:3 KOSPI:1 NDX:1 NKX:6 SPY:1 TWSE:5
fz0_0p05,equity,chronos,9,7,4,6,7,8,11,CAC:9 DAX:4 DIA:6 HSI:7 KOSPI:7 NDX:6 NKX:8 SPY:5 TWSE:11
fz0_0p05,equity,ewma,9,7.5555555555555554,2,4,10,10,10,CAC:10 DAX:9 DIA:10 HSI:4 KOSPI:10 NDX:10 NKX:2 SPY:10 TWSE:3
fz0_0p05,equity,garch11,9,7.4444444444444446,3,4,9,9,10,CAC:4 DAX:10 DIA:9 HSI:10 KOSPI:9 NDX:9 NKX:3 SPY:9 TWSE:4
fz0_0p05,equity,garch11_t,9,6.4444444444444446,2,4,8,8,9,CAC:3 DAX:8 DIA:8 HSI:9 KOSPI:8 NDX:8 NKX:4 SPY:8 TWSE:2
fz0_0p05,equity,gjr,9,3.2222222222222223,1,1,3,6,7,CAC:1 DAX:1 DIA:3 HSI:6 KOSPI:3 NDX:7 NKX:1 SPY:6 TWSE:1
fz0_0p05,equity,har,9,3.6666666666666665,1,2,3,5,7,CAC:2 DAX:3 DIA:4 HSI:1 KOSPI:5 NDX:2 NKX:7 SPY:3 TWSE:6
fz0_0p05,equity,lgbm,9,10.666666666666666,8,11,11,11,11,CAC:11 DAX:11 DIA:11 HSI:11 KOSPI:11 NDX:11 NKX:11 SPY:11 TWSE:8
fz0_0p05,equity,moirai,9,5,2,4,5,5,9,CAC:7 DAX:2 DIA:5 HSI:5 KOSPI:4 NDX:4 NKX:5 SPY:4 TWSE:9
fz0_0p05,equity,naive,9,12.555555555555555,12,12,13,13,13,CAC:12 DAX:12 DIA:13 HSI:13 KOSPI:13 NDX:13 NKX:12 SPY:13 TWSE:12
fz0_0p05,equity,patchtst,9,12.444444444444445,12,12,12,13,13,CAC:13 DAX:13 DIA:12 HSI:12 KOSPI:12 NDX:12 NKX:13 SPY:12 TWSE:13
fz0_0p05,equity,timesfm,9,7.1111111111111107,5,6,7,8,10,CAC:6 DAX:6 DIA:7 HSI:8 KOSPI:6 NDX:5 NKX:9 SPY:7 TWSE:10
fz0_0p05,crypto,autoarima,2,4,4,4,4,4,4,BTC-USD:4 ETH-USD:4
fz0_0p05,crypto,autoets,2,8,8,8,8,8,8,BTC-USD:8 ETH-USD:8
fz0_0p05,crypto,chronos,2,3,3,3,3,3,3,BTC-USD:3 ETH-USD:3
fz0_0p05,crypto,ewma,2,11.5,11,11.25,11.5,11.75,12,BTC-USD:12 ETH-USD:11
fz0_0p05,crypto,garch11,2,10,10,10,10,10,10,BTC-USD:10 ETH-USD:10
fz0_0p05,crypto,garch11_t,2,7,7,7,7,7,7,BTC-USD:7 ETH-USD:7
fz0_0p05,crypto,gjr,2,7.5,6,6.75,7.5,8.25,9,BTC-USD:6 ETH-USD:9
fz0_0p05,crypto,har,2,5,5,5,5,5,5,BTC-USD:5 ETH-USD:5
fz0_0p05,crypto,lgbm,2,7.5,6,6.75,7.5,8.25,9,BTC-USD:9 ETH-USD:6
fz0_0p05,crypto,moirai,2,1,1,1,1,1,1,BTC-USD:1 ETH-USD:1
fz0_0p05,crypto,naive,2,11.5,11,11.25,11.5,11.75,12,BTC-USD:11 ETH-USD:12
fz0_0p05,crypto,patchtst,2,13,13,13,13,13,13,BTC-USD:13 ETH-USD:13
fz0_0p05,crypto,timesfm,2,2,2,2,2,2,2,BTC-USD:2 ETH-USD:2
fz0_avg,all,autoarima,11,5.3636363636363633,1,3,5,7.5,10,BTC-USD:7 CAC:7 DAX:9 DIA:2 ETH-USD:5 HSI:1 KOSPI:2 NDX:4 NKX:10 SPY:4 TWSE:8
fz0_avg,all,autoets,11,4.6363636363636367,1,1,5,6.5,10,BTC-USD:10 CAC:5 DAX:7 DIA:1 ETH-USD:10 HSI:3 KOSPI:1 NDX:1 NKX:6 SPY:1 TWSE:6
fz0_avg,all,chronos,11,6.5454545454545459,3,4.5,7,8,12,BTC-USD:3 CAC:8 DAX:3 DIA:7 ETH-USD:4 HSI:8 KOSPI:8 NDX:6 NKX:8 SPY:5 TWSE:12
fz0_avg,all,ewma,11,8.6363636363636367,4,6,10,10.5,12,BTC-USD:12 CAC:10 DAX:8 DIA:10 ETH-USD:12 HSI:4 KOSPI:10 NDX:10 NKX:4 SPY:11 TWSE:4
fz0_avg,all,garch11,11,7.6363636363636367,3,6,9,9,11,BTC-USD:9 CAC:3 DAX:10 DIA:9 ETH-USD:9 HSI:11 KOSPI:9 NDX:9 NKX:3 SPY:9 TWSE:3
fz0_avg,all,garch11_t,11,2.6363636363636362,1,1,3,3,6,BTC-USD:6 CAC:1 DAX:1 DIA:3 ETH-USD:1 HSI:5 KOSPI:3 NDX:3 NKX:2 SPY:3 TWSE:1
fz0_avg,all,gjr,11,4.3636363636363633,1,2,4,6.5,8,BTC-USD:4 CAC:2 DAX:2 DIA:5 ETH-USD:8 HSI:7 KOSPI:4 NDX:7 NKX:1 SPY:6 TWSE:2
fz0_avg,all,har,11,4.2727272727272725,2,3,4,5.5,7,BTC-USD:5 CAC:4 DAX:4 DIA:4 ETH-USD:6 HSI:2 KOSPI:6 NDX:2 NKX:7 SPY:2 TWSE:5
fz0_avg,all,lgbm,11,10.090909090909092,7,10,11,11,11,BTC-USD:11 CAC:11 DAX:11 DIA:11 ETH-USD:7 HSI:10 KOSPI:11 NDX:11 NKX:11 SPY:10 TWSE:7
fz0_avg,all,moirai,11,6.2727272727272725,1,5,6,8,11,BTC-USD:1 CAC:9 DAX:6 DIA:8 ETH-USD:2 HSI:6 KOSPI:5 NDX:8 NKX:5 SPY:8 TWSE:11
fz0_avg,all,naive,11,11.636363636363637,8,11.5,12,13,13,BTC-USD:8 CAC:12 DAX:12 DIA:13 ETH-USD:11 HSI:13 KOSPI:13 NDX:12 NKX:12 SPY:13 TWSE:9
fz0_avg,all,patchtst,11,12.636363636363637,12,12,13,13,13,BTC-USD:13 CAC:13 DAX:13 DIA:12 ETH-USD:13 HSI:12 KOSPI:12 NDX:13 NKX:13 SPY:12 TWSE:13
fz0_avg,all,timesfm,11,6.2727272727272725,2,5,6,8,10,BTC-USD:2 CAC:6 DAX:5 DIA:6 ETH-USD:3 HSI:9 KOSPI:7 NDX:5 NKX:9 SPY:7 TWSE:10
fz0_avg,equity,autoarima,9,5.2222222222222223,1,2,4,8,10,CAC:7 DAX:9 DIA:2 HSI:1 KOSPI:2 NDX:4 NKX:10 SPY:4 TWSE:8
fz0_avg,equity,autoets,9,3.4444444444444446,1,1,3,6,7,CAC:5 DAX:7 DIA:1 HSI:3 KOSPI:1 NDX:1 NKX:6 SPY:1 TWSE:6
fz0_avg,equity,chronos,9,7.2222222222222223,3,6,8,8,12,CAC:8 DAX:3 DIA:7 HSI:8 KOSPI:8 NDX:6 NKX:8 SPY:5 TWSE:12
fz0_avg,equity,ewma,9,7.8888888888888893,4,4,10,10,11,CAC:10 DAX:8 DIA:10 HSI:4 KOSPI:10 NDX:10 NKX:4 SPY:11 TWSE:4
fz0_avg,equity,garch11,9,7.333333333333333,3,3,9,9,11,CAC:3 DAX:10 DIA:9 HSI:11 KOSPI:9 NDX:9 NKX:3 SPY:9 TWSE:3
fz0_avg,equity,garch11_t,9,2.4444444444444446,1,1,3,3,5,CAC:1 DAX:1 DIA:3 HSI:5 KOSPI:3 NDX:3 NKX:2 SPY:3 TWSE:1
fz0_avg,equity,gjr,9,4,1,2,4,6,7,CAC:2 DAX:2 DIA:5 HSI:7 KOSPI:4 NDX:7 NKX:1 SPY:6 TWSE:2
fz0_avg,equity,har,9,4,2,2,4,5,7,CAC:4 DAX:4 DIA:4 HSI:2 KOSPI:6 NDX:2 NKX:7 SPY:2 TWSE:5
fz0_avg,equity,lgbm,9,10.333333333333334,7,10,11,11,11,CAC:11 DAX:11 DIA:11 HSI:10 KOSPI:11 NDX:11 NKX:11 SPY:10 TWSE:7
fz0_avg,equity,moirai,9,7.333333333333333,5,6,8,8,11,CAC:9 DAX:6 DIA:8 HSI:6 KOSPI:5 NDX:8 NKX:5 SPY:8 TWSE:11
fz0_avg,equity,naive,9,12.111111111111111,9,12,12,13,13,CAC:12 DAX:12 DIA:13 HSI:13 KOSPI:13 NDX:12 NKX:12 SPY:13 TWSE:9
fz0_avg,equity,patchtst,9,12.555555555555555,12,12,13,13,13,CAC:13 DAX:13 DIA:12 HSI:12 KOSPI:12 NDX:13 NKX:13 SPY:12 TWSE:13
fz0_avg,equity,timesfm,9,7.1111111111111107,5,6,7,9,10,CAC:6 DAX:5 DIA:6 HSI:9 KOSPI:7 NDX:5 NKX:9 SPY:7 TWSE:10
fz0_avg,crypto,autoarima,2,6,5,5.5,6,6.5,7,BTC-USD:7 ETH-USD:5
fz0_avg,crypto,autoets,2,10,10,10,10,10,10,BTC-USD:10 ETH-USD:10
fz0_avg,crypto,chronos,2,3.5,3,3.25,3.5,3.75,4,BTC-USD:3 ETH-USD:4
fz0_avg,crypto,ewma,2,12,12,12,12,12,12,BTC-USD:12 ETH-USD:12
fz0_avg,crypto,garch11,2,9,9,9,9,9,9,BTC-USD:9 ETH-USD:9
fz0_avg,crypto,garch11_t,2,3.5,1,2.25,3.5,4.75,6,BTC-USD:6 ETH-USD:1
fz0_avg,crypto,gjr,2,6,4,5,6,7,8,BTC-USD:4 ETH-USD:8
fz0_avg,crypto,har,2,5.5,5,5.25,5.5,5.75,6,BTC-USD:5 ETH-USD:6
fz0_avg,crypto,lgbm,2,9,7,8,9,10,11,BTC-USD:11 ETH-USD:7
fz0_avg,crypto,moirai,2,1.5,1,1.25,1.5,1.75,2,BTC-USD:1 ETH-USD:2
fz0_avg,crypto,naive,2,9.5,8,8.75,9.5,10.25,11,BTC-USD:8 ETH-USD:11
fz0_avg,crypto,patchtst,2,13,13,13,13,13,13,BTC-USD:13 ETH-USD:13
fz0_avg,crypto,timesfm,2,2.5,2,2.25,2.5,2.75,3,BTC-USD:2 ETH-USD:3
qlike_ex_near_zero,all,autoarima,11,4.9090909090909092,3,3.5,5,6.5,7,BTC-USD:5 CAC:7 DAX:6 DIA:3 ETH-USD:5 HSI:3 KOSPI:4 NDX:7 NKX:7 SPY:3 TWSE:4
qlike_ex_near_zero,all,autoets,11,4.2727272727272725,1,3.5,4,5.5,7,BTC-USD:6 CAC:4 DAX:4 DIA:2 ETH-USD:7 HSI:5 KOSPI:5 NDX:4 NKX:6 SPY:1 TWSE:3
qlike_ex_near_zero,all,chronos,11,4.9090909090909092,3,3.5,5,6,8,BTC-USD:3 CAC:5 DAX:5 DIA:8 ETH-USD:3 HSI:4 KOSPI:6 NDX:6 NKX:3 SPY:6 TWSE:5
qlike_ex_near_zero,all,ewma,11,8.8181818181818183,6,8,9,10,10,BTC-USD:10 CAC:10 DAX:8 DIA:10 ETH-USD:9 HSI:6 KOSPI:7 NDX:10 NKX:9 SPY:10 TWSE:8
qlike_ex_near_zero,all,garch11,11,8.6363636363636367,8,8,8,9,10,BTC-USD:8 CAC:8 DAX:10 DIA:9 ETH-USD:8 HSI:10 KOSPI:8 NDX:8 NKX:8 SPY:9 TWSE:9
qlike_ex_near_zero,all,garch11_t,11,9.1818181818181817,7,9,9,10,11,BTC-USD:11 CAC:9 DAX:9 DIA:7 ETH-USD:11 HSI:9 KOSPI:9 NDX:9 NKX:10 SPY:7 TWSE:10
qlike_ex_near_zero,all,gjr,11,4.0909090909090908,1,1,2,7,10,BTC-USD:9 CAC:1 DAX:1 DIA:1 ETH-USD:10 HSI:8 KOSPI:1 NDX:1 NKX:5 SPY:2 TWSE:6
qlike_ex_near_zero,all,har,11,3,2,2,3,4,4,BTC-USD:4 CAC:2 DAX:3 DIA:4 ETH-USD:4 HSI:2 KOSPI:3 NDX:3 NKX:2 SPY:4 TWSE:2
qlike_ex_near_zero,all,lgbm,11,10.181818181818182,6,11,11,11,11,BTC-USD:7 CAC:11 DAX:11 DIA:11 ETH-USD:6 HSI:11 KOSPI:11 NDX:11 NKX:11 SPY:11 TWSE:11
qlike_ex_near_zero,all,moirai,11,2.1818181818181817,1,1,2,2.5,5,BTC-USD:1 CAC:3 DAX:2 DIA:5 ETH-USD:1 HSI:1 KOSPI:2 NDX:2 NKX:1 SPY:5 TWSE:1
qlike_ex_near_zero,all,naive,11,12.727272727272727,12,12.5,13,13,13,BTC-USD:12 CAC:13 DAX:13 DIA:13 ETH-USD:12 HSI:13 KOSPI:13 NDX:13 NKX:12 SPY:13 TWSE:13
qlike_ex_near_zero,all,patchtst,11,12.272727272727273,12,12,12,12.5,13,BTC-USD:13 CAC:12 DAX:12 DIA:12 ETH-USD:13 HSI:12 KOSPI:12 NDX:12 NKX:13 SPY:12 TWSE:12
qlike_ex_near_zero,all,timesfm,11,5.8181818181818183,2,4.5,6,7,10,BTC-USD:2 CAC:6 DAX:7 DIA:6 ETH-USD:2 HSI:7 KOSPI:10 NDX:5 NKX:4 SPY:8 TWSE:7
qlike_ex_near_zero,equity,autoarima,9,4.8888888888888893,3,3,4,7,7,CAC:7 DAX:6 DIA:3 HSI:3 KOSPI:4 NDX:7 NKX:7 SPY:3 TWSE:4
qlike_ex_near_zero,equity,autoets,9,3.7777777777777777,1,3,4,5,6,CAC:4 DAX:4 DIA:2 HSI:5 KOSPI:5 NDX:4 NKX:6 SPY:1 TWSE:3
qlike_ex_near_zero,equity,chronos,9,5.333333333333333,3,5,5,6,8,CAC:5 DAX:5 DIA:8 HSI:4 KOSPI:6 NDX:6 NKX:3 SPY:6 TWSE:5
qlike_ex_near_zero,equity,ewma,9,8.6666666666666661,6,8,9,10,10,CAC:10 DAX:8 DIA:10 HSI:6 KOSPI:7 NDX:10 NKX:9 SPY:10 TWSE:8
qlike_ex_near_zero,equity,garch11,9,8.7777777777777786,8,8,9,9,10,CAC:8 DAX:10 DIA:9 HSI:10 KOSPI:8 NDX:8 NKX:8 SPY:9 TWSE:9
qlike_ex_near_zero,equity,garch11_t,9,8.7777777777777786,7,9,9,9,10,CAC:9 DAX:9 DIA:7 HSI:9 KOSPI:9 NDX:9 NKX:10 SPY:7 TWSE:10
qlike_ex_near_zero,equity,gjr,9,2.8888888888888888,1,1,1,5,8,CAC:1 DAX:1 DIA:1 HSI:8 KOSPI:1 NDX:1 NKX:5 SPY:2 TWSE:6
qlike_ex_near_zero,equity,har,9,2.7777777777777777,2,2,3,3,4,CAC:2 DAX:3 DIA:4 HSI:2 KOSPI:3 NDX:3 NKX:2 SPY:4 TWSE:2
qlike_ex_near_zero,equity,lgbm,9,11,11,11,11,11,11,CAC:11 DAX:11 DIA:11 HSI:11 KOSPI:11 NDX:11 NKX:11 SPY:11 TWSE:11
qlike_ex_near_zero,equity,moirai,9,2.4444444444444446,1,1,2,3,5,CAC:3 DAX:2 DIA:5 HSI:1 KOSPI:2 NDX:2 NKX:1 SPY:5 TWSE:1
qlike_ex_near_zero,equity,naive,9,12.888888888888889,12,13,13,13,13,CAC:13 DAX:13 DIA:13 HSI:13 KOSPI:13 NDX:13 NKX:12 SPY:13 TWSE:13
qlike_ex_near_zero,equity,patchtst,9,12.111111111111111,12,12,12,12,13,CAC:12 DAX:12 DIA:12 HSI:12 KOSPI:12 NDX:12 NKX:13 SPY:12 TWSE:12
qlike_ex_near_zero,equity,timesfm,9,6.666666666666667,4,6,7,7,10,CAC:6 DAX:7 DIA:6 HSI:7 KOSPI:10 NDX:5 NKX:4 SPY:8 TWSE:7
qlike_ex_near_zero,crypto,autoarima,2,5,5,5,5,5,5,BTC-USD:5 ETH-USD:5
qlike_ex_near_zero,crypto,autoets,2,6.5,6,6.25,6.5,6.75,7,BTC-USD:6 ETH-USD:7
qlike_ex_near_zero,crypto,chronos,2,3,3,3,3,3,3,BTC-USD:3 ETH-USD:3
qlike_ex_near_zero,crypto,ewma,2,9.5,9,9.25,9.5,9.75,10,BTC-USD:10 ETH-USD:9
qlike_ex_near_zero,crypto,garch11,2,8,8,8,8,8,8,BTC-USD:8 ETH-USD:8
qlike_ex_near_zero,crypto,garch11_t,2,11,11,11,11,11,11,BTC-USD:11 ETH-USD:11
qlike_ex_near_zero,crypto,gjr,2,9.5,9,9.25,9.5,9.75,10,BTC-USD:9 ETH-USD:10
qlike_ex_near_zero,crypto,har,2,4,4,4,4,4,4,BTC-USD:4 ETH-USD:4
qlike_ex_near_zero,crypto,lgbm,2,6.5,6,6.25,6.5,6.75,7,BTC-USD:7 ETH-USD:6
qlike_ex_near_zero,crypto,moirai,2,1,1,1,1,1,1,BTC-USD:1 ETH-USD:1
qlike_ex_near_zero,crypto,naive,2,12,12,12,12,12,12,BTC-USD:12 ETH-USD:12
qlike_ex_near_zero,crypto,patchtst,2,13,13,13,13,13,13,BTC-USD:13 ETH-USD:13
qlike_ex_near_zero,crypto,timesfm,2,2,2,2,2,2,2,BTC-USD:2 ETH-USD:2
