asset,loss,model_a,model_b,origins,n_used,dropped
ETH-USD,pinball_0p01,garch11_t,naive,2791,2791,0
ETH-USD,pinball_0p01,garch11_t,patchtst,2791,2791,0
ETH-USD,pinball_0p01,garch11_t,timesfm,2791,2791,0
ETH-USD,pinball_0p01,gjr,autoarima,2791,2791,0
ETH-USD,pinball_0p01,gjr,autoets,2791,2791,0
ETH-USD,pinball_0p01,gjr,chronos,2791,2791,0
ETH-USD,pinball_0p01,gjr,ewma,2791,2791,0
ETH-USD,pinball_0p01,gjr,garch11,2791,2791,0
ETH-USD,pinball_0p01,gjr,garch11_t,2791,2791,0
ETH-USD,pinball_0p01,gjr,gjr,2791,2791,0
ETH-USD,pinball_0p01,gjr,har,2791,2791,0
ETH-USD,pinball_0p01,gjr,lgbm,2791,2791,0
ETH-USD,pinball_0p01,gjr,moirai,2791,2791,0
ETH-USD,pinball_0p01,gjr,naive,2791,2791,0
ETH-USD,pinball_0p01,gjr,patchtst,2791,2791,0
ETH-USD,pinball_0p01,gjr,timesfm,2791,2791,0
ETH-USD,pinball_0p01,har,autoarima,2791,2791,0
ETH-USD,pinball_0p01,har,autoets,2791,2791,0
ETH-USD,pinball_0p01,har,chronos,2791,2791,0
ETH-USD,pinball_0p01,har,ewma,2791,2791,0
ETH-USD,pinball_0p01,har,garch11,2791,2791,0
ETH-USD,pinball_0p01,har,garch11_t,2791,2791,0
ETH-USD,pinball_0p01,har,gjr,2791,2791,0
ETH-USD,pinball_0p01,har,har,2791,2791,0
ETH-USD,pinball_0p01,har,lgbm,2791,2791,0
ETH-USD,pinball_0p01,har,moirai,2791,2791,0
ETH-USD,pinball_0p01,har,naive,2791,2791,0
ETH-USD,pinball_0p01,har,patchtst,2791,2791,0
ETH-USD,pinball_0p01,har,timesfm,2791,2791,0
ETH-USD,pinball_0p01,lgbm,autoarima,2791,2791,0
ETH-USD,pinball_0p01,lgbm,autoets,2791,2791,0
ETH-USD,pinball_0p01,lgbm,chronos,2791,2791,0
ETH-USD,pinball_0p01,lgbm,ewma,2791,2791,0
ETH-USD,pinball_0p01,lgbm,garch11,2791,2791,0
ETH-USD,pinball_0p01,lgbm,garch11_t,2791,2791,0
ETH-USD,pinball_0p01,lgbm,gjr,2791,2791,0
ETH-USD,pinball_0p01,lgbm,har,2791,2791,0
ETH-USD,pinball_0p01,lgbm,lgbm,2791,2791,0
ETH-USD,pinball_0p01,lgbm,moirai,2791,2791,0
ETH-USD,pinball_0p01,lgbm,naive,2791,2791,0
ETH-USD,pinball_0p01,lgbm,patchtst,2791,2791,0
ETH-USD,pinball_0p01,lgbm,timesfm,2791,2791,0
ETH-USD,pinball_0p01,moirai,autoarima,2791,2791,0
ETH-USD,pinball_0p01,moirai,autoets,2791,2791,0
ETH-USD,pinball_0p01,moirai,chronos,2791,2791,0
ETH-USD,pinball_0p01,moirai,ewma,2791,2791,0
ETH-USD,pinball_0p01,moirai,garch11,2791,2791,0
ETH-USD,pinball_0p01,moirai,garch11_t,2791,2791,0
ETH-USD,pinball_0p01,moirai,gjr,2791,2791,0
ETH-USD,pinball_0p01,moirai,har,2791,2791,0
ETH-USD,pinball_0p01,moirai,lgbm,2791,2791,0
ETH-USD,pinball_0p01,moirai,moirai,2791,2791,0
ETH-USD,pinball_0p01,moirai,naive,2791,2791,0
ETH-USD,pinball_0p01,moirai,patchtst,2791,2791,0
ETH-USD,pinball_0p01,moirai,timesfm,2791,2791,0
ETH-USD,pinball_0p01,naive,autoarima,2791,2791,0
ETH-USD,pinball_0p01,naive,autoets,2791,2791,0
ETH-USD,pinball_0p01,naive,chronos,2791,2791,0
ETH-USD,pinball_0p01,naive,ewma,2791,2791,0
ETH-USD,pinball_0p01,naive,garch11,2791,2791,0
ETH-USD,pinball_0p01,naive,garch11_t,2791,2791,0
ETH-USD,pinball_0p01,naive,gjr,2791,2791,0
ETH-USD,pinball_0p01,naive,har,2791,2791,0
ETH-USD,pinball_0p01,naive,lgbm,2791,2791,0
ETH-USD,pinball_0p01,naive,moirai,2791,2791,0
ETH-USD,pinball_0p01,naive,naive,2791,2791,0
ETH-USD,pinball_0p01,naive,patchtst,2791,2791,0
ETH-USD,pinball_0p01,naive,timesfm,2791,2791,0
ETH-USD,pinball_0p01,patchtst,autoarima,2791,2791,0
ETH-USD,pinball_0p01,patchtst,autoets,2791,2791,0
ETH-USD,pinball_0p01,patchtst,chronos,2791,2791,0
ETH-USD,pinball_0p01,patchtst,ewma,2791,2791,0
ETH-USD,pinball_0p01,patchtst,garch11,2791,2791,0
ETH-USD,pinball_0p01,patchtst,garch11_t,2791,2791,0
ETH-USD,pinball_0p01,patchtst,gjr,2791,2791,0
ETH-USD,pinball_0p01,patchtst,har,2791,2791,0
ETH-USD,pinball_0p01,patchtst,lgbm,2791,2791,0
ETH-USD,pinball_0p01,patchtst,moirai,2791,2791,0
ETH-USD,pinball_0p01,patchtst,naive,2791,2791,0
ETH-USD,pinball_0p01,patchtst,patchtst,2791,2791,0
ETH-USD,pinball_0p01,patchtst,timesfm,2791,2791,0
ETH-USD,pinball_0p01,timesfm,autoarima,2791,2791,0
ETH-USD,pinball_0p01,timesfm,autoets,2791,2791,0
ETH-USD,pinball_0p01,timesfm,chronos,2791,2791,0
ETH-USD,pinball_0p01,timesfm,ewma,2791,2791,0
ETH-USD,pinball_0p01,timesfm,garch11,2791,2791,0
ETH-USD,pinball_0p01,timesfm,garch11_t,2791,2791,0
ETH-USD,pinball_0p01,timesfm,gjr,2791,2791,0
ETH-USD,pinball_0p01,timesfm,har,2791,2791,0
ETH-USD,pinball_0p01,timesfm,lgbm,2791,2791,0
ETH-USD,pinball_0p01,timesfm,moirai,2791,2791,0
ETH-USD,pinball_0p01,timesfm,naive,2791,2791,0
ETH-USD,pinball_0p01,timesfm,patchtst,2791,2791,0
ETH-USD,pinball_0p01,timesfm,timesfm,2791,2791,0
ETH-USD,pinball_0p025,autoarima,autoarima,2791,2791,0
ETH-USD,pinball_0p025,autoarima,autoets,2791,2791,0
ETH-USD,pinball_0p025,autoarima,chronos,2791,2791,0
ETH-USD,pinball_0p025,autoarima,ewma,2791,2791,0
ETH-USD,pinball_0p025,autoarima,garch11,2791,2791,0
ETH-USD,pinball_0p025,autoarima,garch11_t,2791,2791,0
ETH-USD,pinball_0p025,autoarima,gjr,2791,2791,0
ETH-USD,pinball_0p025,autoarima,har,2791,2791,0
ETH-USD,pinball_0p025,autoarima,lgbm,2791,2791,0
ETH-USD,pinball_0p025,autoarima,moirai,2791,2791,0
ETH-USD,pinball_0p025,autoarima,naive,2791,2791,0
ETH-USD,pinball_0p025,autoarima,patchtst,2791,2791,0
ETH-USD,pinball_0p025,autoarima,timesfm,2791,2791,0
ETH-USD,pinball_0p025,autoets,autoarima,2791,2791,0
ETH-USD,pinball_0p025,autoets,autoets,2791,2791,0
ETH-USD,pinball_0p025,autoets,chronos,2791,2791,0
ETH-USD,pinball_0p025,autoets,ewma,2791,2791,0
ETH-USD,pinball_0p025,autoets,garch11,2791,2791,0
ETH-USD,pinball_0p025,autoets,garch11_t,2791,2791,0
ETH-USD,pinball_0p025,autoets,gjr,2791,2791,0
ETH-USD,pinball_0p025,autoets,har,2791,2791,0
ETH-USD,pinball_0p025,autoets,lgbm,2791,2791,0
ETH-USD,pinball_0p025,autoets,moirai,2791,2791,0
ETH-USD,pinball_0p025,autoets,naive,2791,2791,0
ETH-USD,pinball_0p025,autoets,patchtst,2791,2791,0
ETH-USD,pinball_0p025,autoets,timesfm,2791,2791,0
ETH-USD,pinball_0p025,chronos,autoarima,2791,2791,0
ETH-USD,pinball_0p025,chronos,autoets,2791,2791,0
ETH-USD,pinball_0p025,chronos,chronos,2791,2791,0
ETH-USD,pinball_0p025,chronos,ewma,2791,2791,0
ETH-USD,pinball_0p025,chronos,garch11,2791,2791,0
ETH-USD,pinball_0p025,chronos,garch11_t,2791,2791,0
ETH-USD,pinball_0p025,chronos,gjr,2791,2791,0
ETH-USD,pinball_0p025,chronos,har,2791,2791,0
ETH-USD,pinball_0p025,chronos,lgbm,2791,2791,0
ETH-USD,pinball_0p025,chronos,moirai,2791,2791,0
ETH-USD,pinball_0p025,chronos,naive,2791,2791,0
ETH-USD,pinball_0p025,chronos,patchtst,2791,2791,0
ETH-USD,pinball_0p025,chronos,timesfm,2791,2791,0
ETH-USD,pinball_0p025,ewma,autoarima,2791,2791,0
ETH-USD,pinball_0p025,ewma,autoets,2791,2791,0
ETH-USD,pinball_0p025,ewma,chronos,2791,2791,0
ETH-USD,pinball_0p025,ewma,ewma,2791,2791,0
ETH-USD,pinball_0p025,ewma,garch11,2791,2791,0
ETH-USD,pinball_0p025,ewma,garch11_t,2791,2791,0
ETH-USD,pinball_0p025,ewma,gjr,2791,2791,0
ETH-USD,pinball_0p025,ewma,har,2791,2791,0
ETH-USD,pinball_0p025,ewma,lgbm,2791,2791,0
ETH-USD,pinball_0p025,ewma,moirai,2791,2791,0
ETH-USD,pinball_0p025,ewma,naive,2791,2791,0
ETH-USD,pinball_0p025,ewma,patchtst,2791,2791,0
ETH-USD,pinball_0p025,ewma,timesfm,2791,2791,0
ETH-USD,pinball_0p025,garch11,autoarima,2791,2791,0
ETH-USD,pinball_0p025,garch11,autoets,2791,2791,0
ETH-USD,pinball_0p025,garch11,chronos,2791,2791,0
ETH-USD,pinball_0p025,garch11,ewma,2791,2791,0
ETH-USD,pinball_0p025,garch11,garch11,2791,2791,0
ETH-USD,pinball_0p025,garch11,garch11_t,2791,2791,0
ETH-USD,pinball_0p025,garch11,gjr,2791,2791,0
ETH-USD,pinball_0p025,garch11,har,2791,2791,0
ETH-USD,pinball_0p025,garch11,lgbm,2791,2791,0
ETH-USD,pinball_0p025,garch11,moirai,2791,2791,0
ETH-USD,pinball_0p025,garch11,naive,2791,2791,0
ETH-USD,pinball_0p025,garch11,patchtst,2791,2791,0
ETH-USD,pinball_0p025,garch11,timesfm,2791,2791,0
ETH-USD,pinball_0p025,garch11_t,autoarima,2791,2791,0
ETH-USD,pinball_0p025,garch11_t,autoets,2791,2791,0
ETH-USD,pinball_0p025,garch11_t,chronos,2791,2791,0
ETH-USD,pinball_0p025,garch11_t,ewma,2791,2791,0
ETH-USD,pinball_0p025,garch11_t,garch11,2791,2791,0
ETH-USD,pinball_0p025,garch11_t,garch11_t,2791,2791,0
ETH-USD,pinball_0p025,garch11_t,gjr,2791,2791,0
ETH-USD,pinball_0p025,garch11_t,har,2791,2791,0
ETH-USD,pinball_0p025,garch11_t,lgbm,2791,2791,0
ETH-USD,pinball_0p025,garch11_t,moirai,2791,2791,0
ETH-USD,pinball_0p025,garch11_t,naive,2791,2791,0
ETH-USD,pinball_0p025,garch11_t,patchtst,2791,2791,0
ETH-USD,pinball_0p025,garch11_t,timesfm,2791,2791,0
ETH-USD,pinball_0p025,gjr,autoarima,2791,2791,0
ETH-USD,pinball_0p025,gjr,autoets,2791,2791,0
ETH-USD,pinball_0p025,gjr,chronos,2791,2791,0
ETH-USD,pinball_0p025,gjr,ewma,2791,2791,0
ETH-USD,pinball_0p025,gjr,garch11,2791,2791,0
ETH-USD,pinball_0p025,gjr,garch11_t,2791,2791,0
ETH-USD,pinball_0p025,gjr,gjr,2791,2791,0
ETH-USD,pinball_0p025,gjr,har,2791,2791,0
ETH-USD,pinball_0p025,gjr,lgbm,2791,2791,0
ETH-USD,pinball_0p025,gjr,moirai,2791,2791,0
ETH-USD,pinball_0p025,gjr,naive,2791,2791,0
ETH-USD,pinball_0p025,gjr,patchtst,2791,2791,0
ETH-USD,pinball_0p025,gjr,timesfm,2791,2791,0
ETH-USD,pinball_0p025,har,autoarima,2791,2791,0
ETH-USD,pinball_0p025,har,autoets,2791,2791,0
ETH-USD,pinball_0p025,har,chronos,2791,2791,0
ETH-USD,pinball_0p025,har,ewma,2791,2791,0
ETH-USD,pinball_0p025,har,garch11,2791,2791,0
ETH-USD,pinball_0p025,har,garch11_t,2791,2791,0
ETH-USD,pinball_0p025,har,gjr,2791,2791,0
ETH-USD,pinball_0p025,har,har,2791,2791,0
ETH-USD,pinball_0p025,har,lgbm,2791,2791,0
ETH-USD,pinball_0p025,har,moirai,2791,2791,0
ETH-USD,pinball_0p025,har,naive,2791,2791,0
ETH-USD,pinball_0p025,har,patchtst,2791,2791,0
ETH-USD,pinball_0p025,har,timesfm,2791,2791,0
ETH-USD,pinball_0p025,lgbm,autoarima,2791,2791,0
ETH-USD,pinball_0p025,lgbm,autoets,2791,2791,0
ETH-USD,pinball_0p025,lgbm,chronos,2791,2791,0
ETH-USD,pinball_0p025,lgbm,ewma,2791,2791,0
ETH-USD,pinball_0p025,lgbm,garch11,2791,2791,0
ETH-USD,pinball_0p025,lgbm,garch11_t,2791,2791,0
ETH-USD,pinball_0p025,lgbm,gjr,2791,2791,0
ETH-USD,pinball_0p025,lgbm,har,2791,2791,0
ETH-USD,pinball_0p025,lgbm,lgbm,2791,2791,0
ETH-USD,pinball_0p025,lgbm,moirai,2791,2791,0
ETH-USD,pinball_0p025,lgbm,naive,2791,2791,0
ETH-USD,pinball_0p025,lgbm,patchtst,2791,2791,0
ETH-USD,pinball_0p025,lgbm,timesfm,2791,2791,0
ETH-USD,pinball_0p025,moirai,autoarima,2791,2791,0
ETH-USD,pinball_0p025,moirai,autoets,2791,2791,0
ETH-USD,pinball_0p025,moirai,chronos,2791,2791,0
ETH-USD,pinball_0p025,moirai,ewma,2791,2791,0
ETH-USD,pinball_0p025,moirai,garch11,2791,2791,0
ETH-USD,pinball_0p025,moirai,garch11_t,2791,2791,0
ETH-USD,pinball_0p025,moirai,gjr,2791,2791,0
ETH-USD,pinball_0p025,moirai,har,2791,2791,0
ETH-USD,pinball_0p025,moirai,lgbm,2791,2791,0
ETH-USD,pinball_0p025,moirai,moirai,2791,2791,0
ETH-USD,pinball_0p025,moirai,naive,2791,2791,0
ETH-USD,pinball_0p025,moirai,patchtst,2791,2791,0
ETH-USD,pinball_0p025,moirai,timesfm,2791,2791,0
ETH-USD,pinball_0p025,naive,autoarima,2791,2791,0
ETH-USD,pinball_0p025,naive,autoets,2791,2791,0
ETH-USD,pinball_0p025,naive,chronos,2791,2791,0
ETH-USD,pinball_0p025,naive,ewma,2791,2791,0
ETH-USD,pinball_0p025,naive,garch11,2791,2791,0
ETH-USD,pinball_0p025,naive,garch11_t,2791,2791,0
ETH-USD,pinball_0p025,naive,gjr,2791,2791,0
ETH-USD,pinball_0p025,naive,har,2791,2791,0
ETH-USD,pinball_0p025,naive,lgbm,2791,2791,0
ETH-USD,pinball_0p025,naive,moirai,2791,2791,0
ETH-USD,pinball_0p025,naive,naive,2791,2791,0
ETH-USD,pinball_0p025,naive,patchtst,2791,2791,0
ETH-USD,pinball_0p025,naive,timesfm,2791,2791,0
ETH-USD,pinball_0p025,patchtst,autoarima,2791,2791,0
ETH-USD,pinball_0p025,patchtst,autoets,2791,2791,0
ETH-USD,pinball_0p025,patchtst,chronos,2791,2791,0
ETH-USD,pinball_0p025,patchtst,ewma,2791,2791,0
ETH-USD,pinball_0p025,patchtst,garch11,2791,2791,0
ETH-USD,pinball_0p025,patchtst,garch11_t,2791,2791,0
ETH-USD,pinball_0p025,patchtst,gjr,2791,2791,0
ETH-USD,pinball_0p025,patchtst,har,2791,2791,0
ETH-USD,pinball_0p025,patchtst,lgbm,2791,2791,0
ETH-USD,pinball_0p025,patchtst,moirai,2791,2791,0
ETH-USD,pinball_0p025,patchtst,naive,2791,2791,0
ETH-USD,pinball_0p025,patchtst,patchtst,2791,2791,0
ETH-USD,pinball_0p025,patchtst,timesfm,2791,2791,0
ETH-USD,pinball_0p025,timesfm,autoarima,2791,2791,0
ETH-USD,pinball_0p025,timesfm,autoets,2791,2791,0
ETH-USD,pinball_0p025,timesfm,chronos,2791,2791,0
ETH-USD,pinball_0p025,timesfm,ewma,2791,2791,0
ETH-USD,pinball_0p025,timesfm,garch11,2791,2791,0
ETH-USD,pinball_0p025,timesfm,garch11_t,2791,2791,0
ETH-USD,pinball_0p025,timesfm,gjr,2791,2791,0
ETH-USD,pinball_0p025,timesfm,har,2791,2791,0
ETH-USD,pinball_0p025,timesfm,lgbm,2791,2791,0
ETH-USD,pinball_0p025,timesfm,moirai,2791,2791,0
ETH-USD,pinball_0p025,timesfm,naive,2791,2791,0
ETH-USD,pinball_0p025,timesfm,patchtst,2791,2791,0
ETH-USD,pinball_0p025,timesfm,timesfm,2791,2791,0
ETH-USD,pinball_0p05,autoarima,autoarima,2791,2791,0
ETH-USD,pinball_0p05,autoarima,autoets,2791,2791,0
ETH-USD,pinball_0p05,autoarima,chronos,2791,2791,0
ETH-USD,pinball_0p05,autoarima,ewma,2791,2791,0
ETH-USD,pinball_0p05,autoarima,garch11,2791,2791,0
ETH-USD,pinball_0p05,autoarima,garch11_t,2791,2791,0
ETH-USD,pinball_0p05,autoarima,gjr,2791,2791,0
ETH-USD,pinball_0p05,autoarima,har,2791,2791,0
ETH-USD,pinball_0p05,autoarima,lgbm,2791,2791,0
ETH-USD,pinball_0p05,autoarima,moirai,2791,2791,0
ETH-USD,pinball_0p05,autoarima,naive,2791,2791,0
ETH-USD,pinball_0p05,autoarima,patchtst,2791,2791,0
ETH-USD,pinball_0p05,autoarima,timesfm,2791,2791,0
ETH-USD,pinball_0p05,autoets,autoarima,2791,2791,0
ETH-USD,pinball_0p05,autoets,autoets,2791,2791,0
ETH-USD,pinball_0p05,autoets,chronos,2791,2791,0
ETH-USD,pinball_0p05,autoets,ewma,2791,2791,0
ETH-USD,pinball_0p05,autoets,garch11,2791,2791,0
ETH-USD,pinball_0p05,autoets,garch11_t,2791,2791,0
ETH-USD,pinball_0p05,autoets,gjr,2791,2791,0
ETH-USD,pinball_0p05,autoets,har,2791,2791,0
ETH-USD,pinball_0p05,autoets,lgbm,2791,2791,0
ETH-USD,pinball_0p05,autoets,moirai,2791,2791,0
ETH-USD,pinball_0p05,autoets,naive,2791,2791,0
ETH-USD,pinball_0p05,autoets,patchtst,2791,2791,0
ETH-USD,pinball_0p05,autoets,timesfm,2791,2791,0
ETH-USD,pinball_0p05,chronos,autoarima,2791,2791,0
ETH-USD,pinball_0p05,chronos,autoets,2791,2791,0
ETH-USD,pinball_0p05,chronos,chronos,2791,2791,0
ETH-USD,pinball_0p05,chronos,ewma,2791,2791,0
ETH-USD,pinball_0p05,chronos,garch11,2791,2791,0
ETH-USD,pinball_0p05,chronos,garch11_t,2791,2791,0
ETH-USD,pinball_0p05,chronos,gjr,2791,2791,0
ETH-USD,pinball_0p05,chronos,har,2791,2791,0
ETH-USD,pinball_0p05,chronos,lgbm,2791,2791,0
ETH-USD,pinball_0p05,chronos,moirai,2791,2791,0
ETH-USD,pinball_0p05,chronos,naive,2791,2791,0
ETH-USD,pinball_0p05,chronos,patchtst,2791,2791,0
ETH-USD,pinball_0p05,chronos,timesfm,2791,2791,0
ETH-USD,pinball_0p05,ewma,autoarima,2791,2791,0
ETH-USD,pinball_0p05,ewma,autoets,2791,2791,0
ETH-USD,pinball_0p05,ewma,chronos,2791,2791,0
ETH-USD,pinball_0p05,ewma,ewma,2791,2791,0
ETH-USD,pinball_0p05,ewma,garch11,2791,2791,0
ETH-USD,pinball_0p05,ewma,garch11_t,2791,2791,0
ETH-USD,pinball_0p05,ewma,gjr,2791,2791,0
ETH-USD,pinball_0p05,ewma,har,2791,2791,0
ETH-USD,pinball_0p05,ewma,lgbm,2791,2791,0
ETH-USD,pinball_0p05,ewma,moirai,2791,2791,0
ETH-USD,pinball_0p05,ewma,naive,2791,2791,0
ETH-USD,pinball_0p05,ewma,patchtst,2791,2791,0
ETH-USD,pinball_0p05,ewma,timesfm,2791,2791,0
ETH-USD,pinball_0p05,garch11,autoarima,2791,2791,0
ETH-USD,pinball_0p05,garch11,autoets,2791,2791,0
ETH-USD,pinball_0p05,garch11,chronos,2791,2791,0
ETH-USD,pinball_0p05,garch11,ewma,2791,2791,0
ETH-USD,pinball_0p05,garch11,garch11,2791,2791,0
ETH-USD,pinball_0p05,garch11,garch11_t,2791,2791,0
ETH-USD,pinball_0p05,garch11,gjr,2791,2791,0
ETH-USD,pinball_0p05,garch11,har,2791,2791,0
ETH-USD,pinball_0p05,garch11,lgbm,2791,2791,0
ETH-USD,pinball_0p05,garch11,moirai,2791,2791,0
ETH-USD,pinball_0p05,garch11,naive,2791,2791,0
ETH-USD,pinball_0p05,garch11,patchtst,2791,2791,0
ETH-USD,pinball_0p05,garch11,timesfm,2791,2791,0
ETH-USD,pinball_0p05,garch11_t,autoarima,2791,2791,0
ETH-USD,pinball_0p05,garch11_t,autoets,2791,2791,0
ETH-USD,pinball_0p05,garch11_t,chronos,2791,2791,0
ETH-USD,pinball_0p05,garch11_t,ewma,2791,2791,0
ETH-USD,pinball_0p05,garch11_t,garch11,2791,2791,0
ETH-USD,pinball_0p05,garch11_t,garch11_t,2791,2791,0
ETH-USD,pinball_0p05,garch11_t,gjr,2791,2791,0
ETH-USD,pinball_0p05,garch11_t,har,2791,2791,0
ETH-USD,pinball_0p05,garch11_t,lgbm,2791,2791,0
ETH-USD,pinball_0p05,garch11_t,moirai,2791,2791,0
ETH-USD,pinball_0p05,garch11_t,naive,2791,2791,0
ETH-USD,pinball_0p05,garch11_t,patchtst,2791,2791,0
ETH-USD,pinball_0p05,garch11_t,timesfm,2791,2791,0
ETH-USD,pinball_0p05,gjr,autoarima,2791,2791,0
ETH-USD,pinball_0p05,gjr,autoets,2791,2791,0
ETH-USD,pinball_0p05,gjr,chronos,2791,2791,0
ETH-USD,pinball_0p05,gjr,ewma,2791,2791,0
ETH-USD,pinball_0p05,gjr,garch11,2791,2791,0
ETH-USD,pinball_0p05,gjr,garch11_t,2791,2791,0
ETH-USD,pinball_0p05,gjr,gjr,2791,2791,0
ETH-USD,pinball_0p05,gjr,har,2791,2791,0
ETH-USD,pinball_0p05,gjr,lgbm,2791,2791,0
ETH-USD,pinball_0p05,gjr,moirai,2791,2791,0
ETH-USD,pinball_0p05,gjr,naive,2791,2791,0
ETH-USD,pinball_0p05,gjr,patchtst,2791,2791,0
ETH-USD,pinball_0p05,gjr,timesfm,2791,2791,0
ETH-USD,pinball_0p05,har,autoarima,2791,2791,0
ETH-USD,pinball_0p05,har,autoets,2791,2791,0
ETH-USD,pinball_0p05,har,chronos,2791,2791,0
ETH-USD,pinball_0p05,har,ewma,2791,2791,0
ETH-USD,pinball_0p05,har,garch11,2791,2791,0
ETH-USD,pinball_0p05,har,garch11_t,2791,2791,0
ETH-USD,pinball_0p05,har,gjr,2791,2791,0
ETH-USD,pinball_0p05,har,har,2791,2791,0
ETH-USD,pinball_0p05,har,lgbm,2791,2791,0
ETH-USD,pinball_0p05,har,moirai,2791,2791,0
ETH-USD,pinball_0p05,har,naive,2791,2791,0
ETH-USD,pinball_0p05,har,patchtst,2791,2791,0
ETH-USD,pinball_0p05,har,timesfm,2791,2791,0
ETH-USD,pinball_0p05,lgbm,autoarima,2791,2791,0
ETH-USD,pinball_0p05,lgbm,autoets,2791,2791,0
ETH-USD,pinball_0p05,lgbm,chronos,2791,2791,0
ETH-USD,pinball_0p05,lgbm,ewma,2791,2791,0
ETH-USD,pinball_0p05,lgbm,garch11,2791,2791,0
ETH-USD,pinball_0p05,lgbm,garch11_t,2791,2791,0
ETH-USD,pinball_0p05,lgbm,gjr,2791,2791,0
ETH-USD,pinball_0p05,lgbm,har,2791,2791,0
ETH-USD,pinball_0p05,lgbm,lgbm,2791,2791,0
ETH-USD,pinball_0p05,lgbm,moirai,2791,2791,0
ETH-USD,pinball_0p05,lgbm,naive,2791,2791,0
ETH-USD,pinball_0p05,lgbm,patchtst,2791,2791,0
ETH-USD,pinball_0p05,lgbm,timesfm,2791,2791,0
ETH-USD,pinball_0p05,moirai,autoarima,2791,2791,0
ETH-USD,pinball_0p05,moirai,autoets,2791,2791,0
ETH-USD,pinball_0p05,moirai,chronos,2791,2791,0
ETH-USD,pinball_0p05,moirai,ewma,2791,2791,0
ETH-USD,pinball_0p05,moirai,garch11,2791,2791,0
ETH-USD,pinball_0p05,moirai,garch11_t,2791,2791,0
ETH-USD,pinball_0p05,moirai,gjr,2791,2791,0
ETH-USD,pinball_0p05,moirai,har,2791,2791,0
ETH-USD,pinball_0p05,moirai,lgbm,2791,2791,0
ETH-USD,pinball_0p05,moirai,moirai,2791,2791,0
ETH-USD,pinball_0p05,moirai,naive,2791,2791,0
ETH-USD,pinball_0p05,moirai,patchtst,2791,2791,0
ETH-USD,pinball_0p05,moirai,timesfm,2791,2791,0
ETH-USD,pinball_0p05,naive,autoarima,2791,2791,0
ETH-USD,pinball_0p05,naive,autoets,2791,2791,0
ETH-USD,pinball_0p05,naive,chronos,2791,2791,0
ETH-USD,pinball_0p05,naive,ewma,2791,2791,0
ETH-USD,pinball_0p05,naive,garch11,2791,2791,0
ETH-USD,pinball_0p05,naive,garch11_t,2791,2791,0
ETH-USD,pinball_0p05,naive,gjr,2791,2791,0
ETH-USD,pinball_0p05,naive,har,2791,2791,0
ETH-USD,pinball_0p05,naive,lgbm,2791,2791,0
ETH-USD,pinball_0p05,naive,moirai,2791,2791,0
ETH-USD,pinball_0p05,naive,naive,2791,2791,0
ETH-USD,pinball_0p05,naive,patchtst,2791,2791,0
ETH-USD,pinball_0p05,naive,timesfm,2791,2791,0
ETH-USD,pinball_0p05,patchtst,autoarima,2791,2791,0
ETH-USD,pinball_0p05,patchtst,autoets,2791,2791,0
ETH-USD,pinball_0p05,patchtst,chronos,2791,2791,0
ETH-USD,pinball_0p05,patchtst,ewma,2791,2791,0
ETH-USD,pinball_0p05,patchtst,garch11,2791,2791,0
ETH-USD,pinball_0p05,patchtst,garch11_t,2791,2791,0
ETH-USD,pinball_0p05,patchtst,gjr,2791,2791,0
ETH-USD,pinball_0p05,patchtst,har,2791,2791,0
ETH-USD,pinball_0p05,patchtst,lgbm,2791,2791,0
ETH-USD,pinball_0p05,patchtst,moirai,2791,2791,0
ETH-USD,pinball_0p05,patchtst,naive,2791,2791,0
ETH-USD,pinball_0p05,patchtst,patchtst,2791,2791,0
ETH-USD,pinball_0p05,patchtst,timesfm,2791,2791,0
ETH-USD,pinball_0p05,timesfm,autoarima,2791,2791,0
ETH-USD,pinball_0p05,timesfm,autoets,2791,2791,0
ETH-USD,pinball_0p05,timesfm,chronos,2791,2791,0
ETH-USD,pinball_0p05,timesfm,ewma,2791,2791,0
ETH-USD,pinball_0p05,timesfm,garch11,2791,2791,0
ETH-USD,pinball_0p05,timesfm,garch11_t,2791,2791,0
ETH-USD,pinball_0p05,timesfm,gjr,2791,2791,0
ETH-USD,pinball_0p05,timesfm,har,2791,2791,0
ETH-USD,pinball_0p05,timesfm,lgbm,2791,2791,0
ETH-USD,pinball_0p05,timesfm,moirai,2791,2791,0
ETH-USD,pinball_0p05,timesfm,naive,2791,2791,0
ETH-USD,pinball_0p05,timesfm,patchtst,2791,2791,0
ETH-USD,pinball_0p05,timesfm,timesfm,2791,2791,0
ETH-USD,pinball_avg,autoarima,autoarima,2791,2791,0
ETH-USD,pinball_avg,autoarima,autoets,2791,2791,0
ETH-USD,pinball_avg,autoarima,chronos,2791,2791,0
ETH-USD,pinball_avg,autoarima,ewma,2791,2791,0
ETH-USD,pinball_avg,autoarima,garch11,2791,2791,0
ETH-USD,pinball_avg,autoarima,garch11_t,2791,2791,0
ETH-USD,pinball_avg,autoarima,gjr,2791,2791,0
ETH-USD,pinball_avg,autoarima,har,2791,2791,0
ETH-USD,pinball_avg,autoarima,lgbm,2791,2791,0
ETH-USD,pinball_avg,autoarima,moirai,2791,2791,0
ETH-USD,pinball_avg,autoarima,naive,2791,2791,0
ETH-USD,pinball_avg,autoarima,patchtst,2791,2791,0
